type,count,amount,name,from,to,year,quarter,state
TOTAL,250893,218404664.8638511,Merchant payments,1569868200000,1577471400000,2019,4,goa
TOTAL,1497,649712.8451498008,Financial Services,1569868200000,1577471400000,2019,4,goa
TOTAL,11733,14350825.325765317,Others,1569868200000,1577471400000,2019,4,goa
TOTAL,817198,2851686768.653684,Peer-to-peer payments,1577817000000,1585333800000,2020,1,goa
TOTAL,678079,244739382.20701858,Recharge & bill payments,1577817000000,1585333800000,2020,1,goa
TOTAL,373110,298421548.1046571,Merchant payments,1577817000000,1585333800000,2020,1,goa
TOTAL,1762,1816477.5692472362,Financial Services,1577817000000,1585333800000,2020,1,goa
TOTAL,11088,13707055.389155574,Others,1577817000000,1585333800000,2020,1,goa
TOTAL,758617,241196540.9379891,Recharge & bill payments,1585679400000,1593282600000,2020,2,goa
TOTAL,493326,1766723888.2025127,Peer-to-peer payments,1585679400000,1593282600000,2020,2,goa
TOTAL,221358,168591711.94693565,Merchant payments,1585679400000,1593282600000,2020,2,goa
TOTAL,3081,3328361.317987765,Financial Services,1585679400000,1593282600000,2020,2,goa
TOTAL,5710,3775927.611346662,Others,1585679400000,1593282600000,2020,2,goa
TOTAL,759351,2723430713.3444066,Peer-to-peer payments,1593541800000,1601231400000,2020,3,goa
TOTAL,696770,280187505.0339355,Recharge & bill payments,1593541800000,1601231400000,2020,3,goa
TOTAL,446880,353193881.4783259,Merchant payments,1593541800000,1601231400000,2020,3,goa
TOTAL,4985,6418950.466847964,Financial Services,1593541800000,1601231400000,2020,3,goa
TOTAL,7545,5112530.621144422,Others,1593541800000,1601231400000,2020,3,goa
TOTAL,1550251,5407626413.043346,Peer-to-peer payments,1601490600000,1609093800000,2020,4,goa
TOTAL,1389834,1123844212.5171819,Merchant payments,1601490600000,1609093800000,2020,4,goa
TOTAL,839199,345088772.3784919,Recharge & bill payments,1601490600000,1609093800000,2020,4,goa
TOTAL,7287,10386560.386677971,Financial Services,1601490600000,1609093800000,2020,4,goa
TOTAL,14810,12846789.254236266,Others,1601490600000,1609093800000,2020,4,goa
TOTAL,2235456,7553384653.1682,Peer-to-peer payments,1609439400000,1616869800000,2021,1,goa
TOTAL,2195509,1768358976.7158575,Merchant payments,1609439400000,1616869800000,2021,1,goa
TOTAL,880682,410604192.7268899,Recharge & bill payments,1609439400000,1616869800000,2021,1,goa
TOTAL,8138,12207778.148638733,Financial Services,1609439400000,1616869800000,2021,1,goa
TOTAL,11764,12687278.26183929,Others,1609439400000,1616869800000,2021,1,goa
TOTAL,1869384,1411529033.6650195,Merchant payments,1617215400000,1624818600000,2021,2,goa
TOTAL,1866837,6195032351.177256,Peer-to-peer payments,1617215400000,1624818600000,2021,2,goa
TOTAL,953219,383804809.3560881,Recharge & bill payments,1617215400000,1624818600000,2021,2,goa
TOTAL,8303,12371843.844825167,Financial Services,1617215400000,1624818600000,2021,2,goa
TOTAL,12392,10115549.032816991,Others,1617215400000,1624818600000,2021,2,goa
TOTAL,2865625,2143135314.897931,Merchant payments,1625077800000,1632767400000,2021,3,goa
TOTAL,2560305,7871092673.137299,Peer-to-peer payments,1625077800000,1632767400000,2021,3,goa
TOTAL,1017351,438838003.22982365,Recharge & bill payments,1625077800000,1632767400000,2021,3,goa
TOTAL,8337,12943224.07382146,Financial Services,1625077800000,1632767400000,2021,3,goa
TOTAL,16145,12416377.597493527,Others,1625077800000,1632767400000,2021,3,goa
TOTAL,5474662,4384250602.937038,Merchant payments,1633026600000,1640629800000,2021,4,goa
TOTAL,4408822,13618351952.666094,Peer-to-peer payments,1633026600000,1640629800000,2021,4,goa
TOTAL,1170180,585734312.4063727,Recharge & bill payments,1633026600000,1640629800000,2021,4,goa
TOTAL,11320,17101084.66037453,Financial Services,1633026600000,1640629800000,2021,4,goa
TOTAL,23775,21819163.1997744,Others,1633026600000,1640629800000,2021,4,goa
TOTAL,3691952,878929080.9916563,Recharge & bill payments,1514745000000,1522175400000,2018,1,gujarat
TOTAL,1738974,6318864759.888066,Peer-to-peer payments,1514745000000,1522175400000,2018,1,gujarat
TOTAL,145436,166036667.57089135,Merchant payments,1514745000000,1522175400000,2018,1,gujarat
TOTAL,122117,27986679.009713165,Financial Services,1514745000000,1522175400000,2018,1,gujarat
TOTAL,250296,186165067.5737218,Others,1514745000000,1522175400000,2018,1,gujarat
TOTAL,4643367,1571880396.377953,Recharge & bill payments,1522521000000,1530124200000,2018,2,gujarat
TOTAL,2483231,10009680530.386887,Peer-to-peer payments,1522521000000,1530124200000,2018,2,gujarat
TOTAL,275503,356984574.1205573,Merchant payments,1522521000000,1530124200000,2018,2,gujarat
TOTAL,140704,38598263.22838031,Financial Services,1522521000000,1530124200000,2018,2,gujarat
TOTAL,202928,185541007.527258,Others,1522521000000,1530124200000,2018,2,gujarat
TOTAL,5287200,15272745137.759302,Peer-to-peer payments,1530383400000,1538073000000,2018,3,gujarat
TOTAL,5117168,1938041688.9678535,Recharge & bill payments,1530383400000,1538073000000,2018,3,gujarat
TOTAL,573440,466209496.80151117,Merchant payments,1530383400000,1538073000000,2018,3,gujarat
TOTAL,136468,24930605.607339725,Financial Services,1530383400000,1538073000000,2018,3,gujarat
TOTAL,219873,164477497.1394802,Others,1530383400000,1538073000000,2018,3,gujarat
TOTAL,6488202,21207285184.780193,Peer-to-peer payments,1538332200000,1545935400000,2018,4,gujarat
TOTAL,6138404,2297332323.0815277,Recharge & bill payments,1538332200000,1545935400000,2018,4,gujarat
TOTAL,1656377,1088373316.0580251,Merchant payments,1538332200000,1545935400000,2018,4,gujarat
TOTAL,133915,30699273.16507,Financial Services,1538332200000,1545935400000,2018,4,gujarat
TOTAL,316405,207297005.69778407,Others,1538332200000,1545935400000,2018,4,gujarat
TOTAL,13465044,31231285551.308655,Peer-to-peer payments,1546281000000,1553711400000,2019,1,gujarat
TOTAL,8595256,3104251732.6516943,Recharge & bill payments,1546281000000,1553711400000,2019,1,gujarat
TOTAL,2493340,1296376125.1752787,Merchant payments,1546281000000,1553711400000,2019,1,gujarat
TOTAL,114539,19581520.569400217,Financial Services,1546281000000,1553711400000,2019,1,gujarat
TOTAL,323272,204585378.77191538,Others,1546281000000,1553711400000,2019,1,gujarat
TOTAL,12547493,41853661230.46585,Peer-to-peer payments,1554057000000,1561660200000,2019,2,gujarat
TOTAL,10434449,4651874823.428602,Recharge & bill payments,1554057000000,1561660200000,2019,2,gujarat
TOTAL,5486791,2526448415.3585706,Merchant payments,1554057000000,1561660200000,2019,2,gujarat
TOTAL,70502,17349813.389733132,Financial Services,1554057000000,1561660200000,2019,2,gujarat
TOTAL,442607,271280936.6247084,Others,1554057000000,1561660200000,2019,2,gujarat
TOTAL,14529353,49206585462.018684,Peer-to-peer payments,1561919400000,1569609000000,2019,3,gujarat
TOTAL,11788077,4211116461.2911887,Merchant payments,1561919400000,1569609000000,2019,3,gujarat
TOTAL,11349625,5768100024.478059,Recharge & bill payments,1561919400000,1569609000000,2019,3,gujarat
TOTAL,78609,20507001.233050577,Financial Services,1561919400000,1569609000000,2019,3,gujarat
TOTAL,482985,256386015.24681717,Others,1561919400000,1569609000000,2019,3,gujarat
TOTAL,19107911,64477452638.7778,Peer-to-peer payments,1569868200000,1577471400000,2019,4,gujarat
TOTAL,12967713,6517891166.722656,Recharge & bill payments,1569868200000,1577471400000,2019,4,gujarat
TOTAL,9964076,5480269119.720948,Merchant payments,1569868200000,1577471400000,2019,4,gujarat
TOTAL,63498,20202767.26414788,Financial Services,1569868200000,1577471400000,2019,4,gujarat
TOTAL,444434,194846362.42851496,Others,1569868200000,1577471400000,2019,4,gujarat
TOTAL,19068093,72393727235.07784,Peer-to-peer payments,1577817000000,1585333800000,2020,1,gujarat
TOTAL,15648472,7197595156.690899,Recharge & bill payments,1577817000000,1585333800000,2020,1,gujarat
TOTAL,12191478,7210758662.281933,Merchant payments,1577817000000,1585333800000,2020,1,gujarat
TOTAL,50753,27460255.45966168,Financial Services,1577817000000,1585333800000,2020,1,gujarat
TOTAL,367621,165535312.39278784,Others,1577817000000,1585333800000,2020,1,gujarat
TOTAL,19971660,8322688556.990006,Recharge & bill payments,1585679400000,1593282600000,2020,2,gujarat
TOTAL,17569398,64723140394.22913,Peer-to-peer payments,1585679400000,1593282600000,2020,2,gujarat
TOTAL,9645967,7196610931.561442,Merchant payments,1585679400000,1593282600000,2020,2,gujarat
TOTAL,59617,53132341.305008195,Financial Services,1585679400000,1593282600000,2020,2,gujarat
TOTAL,173543,92274135.40504411,Others,1585679400000,1593282600000,2020,2,gujarat
TOTAL,23130724,89142122337.25531,Peer-to-peer payments,1593541800000,1601231400000,2020,3,gujarat
TOTAL,18338969,12749796641.785404,Merchant payments,1593541800000,1601231400000,2020,3,gujarat
TOTAL,17481357,9820654243.80882,Recharge & bill payments,1593541800000,1601231400000,2020,3,gujarat
TOTAL,92278,84723188.62104335,Financial Services,1593541800000,1601231400000,2020,3,gujarat
TOTAL,246851,124456073.24163358,Others,1593541800000,1601231400000,2020,3,gujarat
TOTAL,29967258,116743230330.36209,Peer-to-peer payments,1601490600000,1609093800000,2020,4,gujarat
TOTAL,28430460,20844321156.652935,Merchant payments,1601490600000,1609093800000,2020,4,gujarat
TOTAL,18943669,10441981826.080866,Recharge & bill payments,1601490600000,1609093800000,2020,4,gujarat
TOTAL,113371,120056733.8865249,Financial Services,1601490600000,1609093800000,2020,4,gujarat
TOTAL,373789,243470065.45681778,Others,1601490600000,1609093800000,2020,4,gujarat
TOTAL,36427493,144818968373.02933,Peer-to-peer payments,1609439400000,1616869800000,2021,1,gujarat
TOTAL,35815382,26512643894.003174,Merchant payments,1609439400000,1616869800000,2021,1,gujarat
TOTAL,22088838,11996115292.377842,Recharge & bill payments,1609439400000,1616869800000,2021,1,gujarat
TOTAL,126380,137612317.73580322,Financial Services,1609439400000,1616869800000,2021,1,gujarat
TOTAL,316472,235440836.3042438,Others,1609439400000,1616869800000,2021,1,gujarat
TOTAL,42593432,33542305033.829506,Merchant payments,1617215400000,1624818600000,2021,2,gujarat
TOTAL,41642387,162483567902.30194,Peer-to-peer payments,1617215400000,1624818600000,2021,2,gujarat
TOTAL,27127405,13750783181.944221,Recharge & bill payments,1617215400000,1624818600000,2021,2,gujarat
TOTAL,128647,136119996.7022825,Financial Services,1617215400000,1624818600000,2021,2,gujarat
TOTAL,349525,249278437.33914098,Others,1617215400000,1624818600000,2021,2,gujarat
TOTAL,62934471,48197579736.51646,Merchant payments,1625077800000,1632767400000,2021,3,gujarat
TOTAL,56134212,208013326600.62402,Peer-to-peer payments,1625077800000,1632767400000,2021,3,gujarat
TOTAL,29580901,15945997372.058683,Recharge & bill payments,1625077800000,1632767400000,2021,3,gujarat
TOTAL,125167,163304131.1436523,Financial Services,1625077800000,1632767400000,2021,3,gujarat
TOTAL,473656,304418273.24545926,Others,1625077800000,1632767400000,2021,3,gujarat
TOTAL,84846502,68717933161.8696,Merchant payments,1633026600000,1640629800000,2021,4,gujarat
TOTAL,67301686,254338740726.63605,Peer-to-peer payments,1633026600000,1640629800000,2021,4,gujarat
TOTAL,30072479,18739034341.66239,Recharge & bill payments,1633026600000,1640629800000,2021,4,gujarat
TOTAL,175393,209214620.7057898,Financial Services,1633026600000,1640629800000,2021,4,gujarat
TOTAL,591265,377657202.7539646,Others,1633026600000,1640629800000,2021,4,gujarat
TOTAL,2368002,535578755.07945114,Recharge & bill payments,1514745000000,1522175400000,2018,1,haryana
TOTAL,1607193,5814807510.68666,Peer-to-peer payments,1514745000000,1522175400000,2018,1,haryana
TOTAL,167816,173513595.3537558,Merchant payments,1514745000000,1522175400000,2018,1,haryana
TOTAL,128636,27501068.014126316,Financial Services,1514745000000,1522175400000,2018,1,haryana
TOTAL,209123,242110585.52640373,Others,1514745000000,1522175400000,2018,1,haryana
TOTAL,3054284,984897276.651981,Recharge & bill payments,1522521000000,1530124200000,2018,2,haryana
TOTAL,2388953,9745924809.851494,Peer-to-peer payments,1522521000000,1530124200000,2018,2,haryana
TOTAL,369916,334118261.45344114,Merchant payments,1522521000000,1530124200000,2018,2,haryana
TOTAL,167570,38145882.44180386,Financial Services,1522521000000,1530124200000,2018,2,haryana
TOTAL,170208,217328211.71769944,Others,1522521000000,1530124200000,2018,2,haryana
TOTAL,3753981,14429454356.345787,Peer-to-peer payments,1530383400000,1538073000000,2018,3,haryana
TOTAL,3203386,1310467515.0605886,Recharge & bill payments,1530383400000,1538073000000,2018,3,haryana
TOTAL,1003057,427387637.9335371,Merchant payments,1530383400000,1538073000000,2018,3,haryana
TOTAL,100452,17323790.814170156,Financial Services,1530383400000,1538073000000,2018,3,haryana
TOTAL,201148,190505707.47361812,Others,1530383400000,1538073000000,2018,3,haryana
TOTAL,5905032,22416919746.93868,Peer-to-peer payments,1538332200000,1545935400000,2018,4,haryana
TOTAL,4116262,1671040703.7317612,Recharge & bill payments,1538332200000,1545935400000,2018,4,haryana
TOTAL,2413446,1013407379.8963095,Merchant payments,1538332200000,1545935400000,2018,4,haryana
TOTAL,120711,22252543.62175617,Financial Services,1538332200000,1545935400000,2018,4,haryana
TOTAL,394732,267255642.26742023,Others,1538332200000,1545935400000,2018,4,haryana
TOTAL,12622225,30283578836.61907,Peer-to-peer payments,1546281000000,1553711400000,2019,1,haryana
TOTAL,5576577,2202061874.5361757,Recharge & bill payments,1546281000000,1553711400000,2019,1,haryana
TOTAL,3361995,1292375556.3150868,Merchant payments,1546281000000,1553711400000,2019,1,haryana
TOTAL,101786,15201736.002431491,Financial Services,1546281000000,1553711400000,2019,1,haryana
TOTAL,473192,258437718.15887585,Others,1546281000000,1553711400000,2019,1,haryana
TOTAL,10387562,37056084813.57578,Peer-to-peer payments,1554057000000,1561660200000,2019,2,haryana
TOTAL,5902923,2838724048.0896106,Recharge & bill payments,1554057000000,1561660200000,2019,2,haryana
TOTAL,5738283,2292901816.1432047,Merchant payments,1554057000000,1561660200000,2019,2,haryana
TOTAL,57488,12080285.227121718,Financial Services,1554057000000,1561660200000,2019,2,haryana
TOTAL,655560,301748850.1804938,Others,1554057000000,1561660200000,2019,2,haryana
TOTAL,11775288,43738290119.9285,Peer-to-peer payments,1561919400000,1569609000000,2019,3,haryana
TOTAL,9386779,3615636827.8118167,Merchant payments,1561919400000,1569609000000,2019,3,haryana
TOTAL,8289987,4817098564.823641,Recharge & bill payments,1561919400000,1569609000000,2019,3,haryana
TOTAL,61503,16715100.880217994,Financial Services,1561919400000,1569609000000,2019,3,haryana
TOTAL,829974,301378585.9978597,Others,1561919400000,1569609000000,2019,3,haryana
TOTAL,15729819,58242027266.14443,Peer-to-peer payments,1569868200000,1577471400000,2019,4,haryana
TOTAL,11615667,5253780278.236426,Merchant payments,1569868200000,1577471400000,2019,4,haryana
TOTAL,9648003,5637358525.756194,Recharge & bill payments,1569868200000,1577471400000,2019,4,haryana
TOTAL,41688,13756049.144287623,Financial Services,1569868200000,1577471400000,2019,4,haryana
TOTAL,790808,212797749.81994924,Others,1569868200000,1577471400000,2019,4,haryana
TOTAL,17728235,68367245528.07149,Peer-to-peer payments,1577817000000,1585333800000,2020,1,haryana
TOTAL,14327020,7075196609.224878,Merchant payments,1577817000000,1585333800000,2020,1,haryana
TOTAL,11346112,6331682016.516322,Recharge & bill payments,1577817000000,1585333800000,2020,1,haryana
TOTAL,34488,25266730.1883267,Financial Services,1577817000000,1585333800000,2020,1,haryana
TOTAL,600232,176823674.24305555,Others,1577817000000,1585333800000,2020,1,haryana
TOTAL,17334369,66645492690.67839,Peer-to-peer payments,1585679400000,1593282600000,2020,2,haryana
TOTAL,12740328,6547618491.532405,Recharge & bill payments,1585679400000,1593282600000,2020,2,haryana
TOTAL,11527654,7393393677.758501,Merchant payments,1585679400000,1593282600000,2020,2,haryana
TOTAL,48759,49209527.29146181,Financial Services,1585679400000,1593282600000,2020,2,haryana
TOTAL,129940,75550536.67993587,Others,1585679400000,1593282600000,2020,2,haryana
TOTAL,24123449,88796356487.11024,Peer-to-peer payments,1593541800000,1601231400000,2020,3,haryana
TOTAL,20845136,12141560866.982178,Merchant payments,1593541800000,1601231400000,2020,3,haryana
TOTAL,12716319,8452802892.504496,Recharge & bill payments,1593541800000,1601231400000,2020,3,haryana
TOTAL,66457,80854296.9304013,Financial Services,1593541800000,1601231400000,2020,3,haryana
TOTAL,186818,96375902.20346308,Others,1593541800000,1601231400000,2020,3,haryana
TOTAL,34063692,21382305452.06797,Merchant payments,1601490600000,1609093800000,2020,4,haryana
TOTAL,33920789,128613933346.85507,Peer-to-peer payments,1601490600000,1609093800000,2020,4,haryana
TOTAL,14682896,9675471300.731653,Recharge & bill payments,1601490600000,1609093800000,2020,4,haryana
TOTAL,84881,103265693.75364488,Financial Services,1601490600000,1609093800000,2020,4,haryana
TOTAL,419181,223528573.1334415,Others,1601490600000,1609093800000,2020,4,haryana
TOTAL,39363588,23389100227.155342,Merchant payments,1609439400000,1616869800000,2021,1,haryana
TOTAL,36764622,135970636784.61835,Peer-to-peer payments,1609439400000,1616869800000,2021,1,haryana
TOTAL,13680353,9260346909.440674,Recharge & bill payments,1609439400000,1616869800000,2021,1,haryana
TOTAL,79784,99672809.99228218,Financial Services,1609439400000,1616869800000,2021,1,haryana
TOTAL,364437,218544351.22172093,Others,1609439400000,1616869800000,2021,1,haryana
TOTAL,45335533,29119078263.957985,Merchant payments,1617215400000,1624818600000,2021,2,haryana
TOTAL,44086559,161073685336.6668,Peer-to-peer payments,1617215400000,1624818600000,2021,2,haryana
TOTAL,15861047,9839496894.971409,Recharge & bill payments,1617215400000,1624818600000,2021,2,haryana
TOTAL,85821,97238136.09517692,Financial Services,1617215400000,1624818600000,2021,2,haryana
TOTAL,311896,227855606.99266592,Others,1617215400000,1624818600000,2021,2,haryana
TOTAL,66885213,40190922826.60629,Merchant payments,1625077800000,1632767400000,2021,3,haryana
TOTAL,55929958,188548678300.5247,Peer-to-peer payments,1625077800000,1632767400000,2021,3,haryana
TOTAL,17087955,11681457468.964512,Recharge & bill payments,1625077800000,1632767400000,2021,3,haryana
TOTAL,77496,116592181.46997279,Financial Services,1625077800000,1632767400000,2021,3,haryana
TOTAL,479071,289441481.64370304,Others,1625077800000,1632767400000,2021,3,haryana
TOTAL,84993587,56325102920.50671,Merchant payments,1633026600000,1640629800000,2021,4,haryana
TOTAL,66548306,238638993818.09595,Peer-to-peer payments,1633026600000,1640629800000,2021,4,haryana
TOTAL,17632752,13817258646.066364,Recharge & bill payments,1633026600000,1640629800000,2021,4,haryana
TOTAL,105050,151421306.61683068,Financial Services,1633026600000,1640629800000,2021,4,haryana
TOTAL,407280,307822609.17479354,Others,1633026600000,1640629800000,2021,4,haryana
TOTAL,284371,49871175.82607427,Recharge & bill payments,1514745000000,1522175400000,2018,1,himachal-pradesh
TOTAL,154572,546222027.4835303,Peer-to-peer payments,1514745000000,1522175400000,2018,1,himachal-pradesh
TOTAL,13241,13851230.83495245,Merchant payments,1514745000000,1522175400000,2018,1,himachal-pradesh
TOTAL,8955,2040522.724771278,Financial Services,1514745000000,1522175400000,2018,1,himachal-pradesh
TOTAL,20779,16752849.503009535,Others,1514745000000,1522175400000,2018,1,himachal-pradesh
TOTAL,385642,83714322.414042,Recharge & bill payments,1522521000000,1530124200000,2018,2,himachal-pradesh
TOTAL,243436,1043702964.1513071,Peer-to-peer payments,1522521000000,1530124200000,2018,2,himachal-pradesh
TOTAL,27851,31961300.882765952,Merchant payments,1522521000000,1530124200000,2018,2,himachal-pradesh
TOTAL,11330,4108919.3075577794,Financial Services,1522521000000,1530124200000,2018,2,himachal-pradesh
TOTAL,19436,19681794.59544668,Others,1522521000000,1530124200000,2018,2,himachal-pradesh
TOTAL,457449,108456077.51862916,Recharge & bill payments,1530383400000,1538073000000,2018,3,himachal-pradesh
TOTAL,362755,1596570994.985427,Peer-to-peer payments,1530383400000,1538073000000,2018,3,himachal-pradesh
TOTAL,40675,31168155.22193054,Merchant payments,1530383400000,1538073000000,2018,3,himachal-pradesh
TOTAL,8182,1552275.0537747287,Financial Services,1530383400000,1538073000000,2018,3,himachal-pradesh
TOTAL,17693,16293930.078267336,Others,1530383400000,1538073000000,2018,3,himachal-pradesh
TOTAL,598325,143031082.4432017,Recharge & bill payments,1538332200000,1545935400000,2018,4,himachal-pradesh
TOTAL,590518,2367228879.4462624,Peer-to-peer payments,1538332200000,1545935400000,2018,4,himachal-pradesh
TOTAL,86963,87575811.80014335,Merchant payments,1538332200000,1545935400000,2018,4,himachal-pradesh
TOTAL,11834,2283052.790977265,Financial Services,1538332200000,1545935400000,2018,4,himachal-pradesh
TOTAL,20243,21180141.658664487,Others,1538332200000,1545935400000,2018,4,himachal-pradesh
TOTAL,1178280,3066233587.9236507,Peer-to-peer payments,1546281000000,1553711400000,2019,1,himachal-pradesh
TOTAL,844570,209521987.03977025,Recharge & bill payments,1546281000000,1553711400000,2019,1,himachal-pradesh
TOTAL,115553,86624660.3112043,Merchant payments,1546281000000,1553711400000,2019,1,himachal-pradesh
TOTAL,9585,1424229.9989233727,Financial Services,1546281000000,1553711400000,2019,1,himachal-pradesh
TOTAL,20730,17676977.717503674,Others,1546281000000,1553711400000,2019,1,himachal-pradesh
TOTAL,1141873,4428007670.958708,Peer-to-peer payments,1554057000000,1561660200000,2019,2,himachal-pradesh
TOTAL,1076793,279864579.97562265,Recharge & bill payments,1554057000000,1561660200000,2019,2,himachal-pradesh
TOTAL,248517,141088575.8726466,Merchant payments,1554057000000,1561660200000,2019,2,himachal-pradesh
TOTAL,5013,1453651.5352588107,Financial Services,1554057000000,1561660200000,2019,2,himachal-pradesh
TOTAL,30110,25469495.268363245,Others,1554057000000,1561660200000,2019,2,himachal-pradesh
TOTAL,1212659,327570066.9967147,Recharge & bill payments,1561919400000,1569609000000,2019,3,himachal-pradesh
TOTAL,1181680,5039276845.295213,Peer-to-peer payments,1561919400000,1569609000000,2019,3,himachal-pradesh
TOTAL,312575,182746198.16430056,Merchant payments,1561919400000,1569609000000,2019,3,himachal-pradesh
TOTAL,3096,1775673.9713265826,Financial Services,1561919400000,1569609000000,2019,3,himachal-pradesh
TOTAL,25170,20649996.69578039,Others,1561919400000,1569609000000,2019,3,himachal-pradesh
TOTAL,1579582,6533855301.069828,Peer-to-peer payments,1569868200000,1577471400000,2019,4,himachal-pradesh
TOTAL,1442940,402619114.99428564,Recharge & bill payments,1569868200000,1577471400000,2019,4,himachal-pradesh
TOTAL,467309,314965060.6352696,Merchant payments,1569868200000,1577471400000,2019,4,himachal-pradesh
TOTAL,4576,1769641.9665086274,Financial Services,1569868200000,1577471400000,2019,4,himachal-pradesh
TOTAL,22239,17954418.582290154,Others,1569868200000,1577471400000,2019,4,himachal-pradesh
TOTAL,1815157,542356756.9678606,Recharge & bill payments,1577817000000,1585333800000,2020,1,himachal-pradesh
TOTAL,1594806,6431826925.118802,Peer-to-peer payments,1577817000000,1585333800000,2020,1,himachal-pradesh
TOTAL,711018,427497010.10439825,Merchant payments,1577817000000,1585333800000,2020,1,himachal-pradesh
TOTAL,4711,3172303.6900622216,Financial Services,1577817000000,1585333800000,2020,1,himachal-pradesh
TOTAL,18788,14613755.241563875,Others,1577817000000,1585333800000,2020,1,himachal-pradesh
TOTAL,2558935,802231470.1628922,Recharge & bill payments,1585679400000,1593282600000,2020,2,himachal-pradesh
TOTAL,1544488,6738488218.640328,Peer-to-peer payments,1585679400000,1593282600000,2020,2,himachal-pradesh
TOTAL,570031,479165630.6102103,Merchant payments,1585679400000,1593282600000,2020,2,himachal-pradesh
TOTAL,7634,7359757.737539303,Financial Services,1585679400000,1593282600000,2020,2,himachal-pradesh
TOTAL,14642,9659685.392965626,Others,1585679400000,1593282600000,2020,2,himachal-pradesh
TOTAL,2416395,834567922.2742614,Recharge & bill payments,1593541800000,1601231400000,2020,3,himachal-pradesh
TOTAL,1954492,8806586536.659174,Peer-to-peer payments,1593541800000,1601231400000,2020,3,himachal-pradesh
TOTAL,1090445,851539467.337558,Merchant payments,1593541800000,1601231400000,2020,3,himachal-pradesh
TOTAL,9543,11391079.288736572,Financial Services,1593541800000,1601231400000,2020,3,himachal-pradesh
TOTAL,19001,11969008.527252048,Others,1593541800000,1601231400000,2020,3,himachal-pradesh
TOTAL,2638030,936305777.7250878,Recharge & bill payments,1601490600000,1609093800000,2020,4,himachal-pradesh
TOTAL,2594659,11426268857.229637,Peer-to-peer payments,1601490600000,1609093800000,2020,4,himachal-pradesh
TOTAL,2001259,1589433440.2684097,Merchant payments,1601490600000,1609093800000,2020,4,himachal-pradesh
TOTAL,11353,15534252.217986543,Financial Services,1601490600000,1609093800000,2020,4,himachal-pradesh
TOTAL,27027,21510781.37178286,Others,1601490600000,1609093800000,2020,4,himachal-pradesh
TOTAL,2845733,11358078843.572702,Peer-to-peer payments,1609439400000,1616869800000,2021,1,himachal-pradesh
TOTAL,2547359,948929031.6443391,Recharge & bill payments,1609439400000,1616869800000,2021,1,himachal-pradesh
