type,count,amount,name,from,to,year,quarter,state
TOTAL,1289682,896608692.1244912,Others,1633026600000,1640629800000,2021,4,karnataka
TOTAL,988774,157311821.37585658,Recharge & bill payments,1514745000000,1522175400000,2018,1,kerala
TOTAL,600205,2107288314.3025222,Peer-to-peer payments,1514745000000,1522175400000,2018,1,kerala
TOTAL,72164,82919383.04571173,Merchant payments,1514745000000,1522175400000,2018,1,kerala
TOTAL,40170,7957491.901965583,Financial Services,1514745000000,1522175400000,2018,1,kerala
TOTAL,70067,47197742.47444939,Others,1514745000000,1522175400000,2018,1,kerala
TOTAL,1230869,248080143.25702396,Recharge & bill payments,1522521000000,1530124200000,2018,2,kerala
TOTAL,848291,3436199589.077317,Peer-to-peer payments,1522521000000,1530124200000,2018,2,kerala
TOTAL,131217,144501582.04666698,Merchant payments,1522521000000,1530124200000,2018,2,kerala
TOTAL,41100,12355589.34361695,Financial Services,1522521000000,1530124200000,2018,2,kerala
TOTAL,56688,45786439.71799916,Others,1522521000000,1530124200000,2018,2,kerala
TOTAL,1425259,4823239268.279744,Peer-to-peer payments,1530383400000,1538073000000,2018,3,kerala
TOTAL,1407588,296352497.34099543,Recharge & bill payments,1530383400000,1538073000000,2018,3,kerala
TOTAL,210974,160705488.6023575,Merchant payments,1530383400000,1538073000000,2018,3,kerala
TOTAL,37286,6170643.387882499,Financial Services,1530383400000,1538073000000,2018,3,kerala
TOTAL,53241,36557326.26447625,Others,1530383400000,1538073000000,2018,3,kerala
TOTAL,2073960,6959805154.570259,Peer-to-peer payments,1538332200000,1545935400000,2018,4,kerala
TOTAL,1679897,351296525.29857576,Recharge & bill payments,1538332200000,1545935400000,2018,4,kerala
TOTAL,417114,378857199.6490426,Merchant payments,1538332200000,1545935400000,2018,4,kerala
TOTAL,75084,10063656.726067666,Financial Services,1538332200000,1545935400000,2018,4,kerala
TOTAL,64599,47338700.56846385,Others,1538332200000,1545935400000,2018,4,kerala
TOTAL,3601116,9314451112.085835,Peer-to-peer payments,1546281000000,1553711400000,2019,1,kerala
TOTAL,2180915,498453895.947243,Recharge & bill payments,1546281000000,1553711400000,2019,1,kerala
TOTAL,550707,371997848.20066386,Merchant payments,1546281000000,1553711400000,2019,1,kerala
TOTAL,77652,7808573.898364296,Financial Services,1546281000000,1553711400000,2019,1,kerala
TOTAL,58649,42319704.717572376,Others,1546281000000,1553711400000,2019,1,kerala
TOTAL,3519528,11630623424.131498,Peer-to-peer payments,1554057000000,1561660200000,2019,2,kerala
TOTAL,2711299,768892057.7982787,Recharge & bill payments,1554057000000,1561660200000,2019,2,kerala
TOTAL,937130,569545842.9998999,Merchant payments,1554057000000,1561660200000,2019,2,kerala
TOTAL,38869,5823291.622642939,Financial Services,1554057000000,1561660200000,2019,2,kerala
TOTAL,77000,56486944.633225575,Others,1554057000000,1561660200000,2019,2,kerala
TOTAL,4181954,14433990011.32079,Peer-to-peer payments,1561919400000,1569609000000,2019,3,kerala
TOTAL,3431236,1051007778.3129579,Recharge & bill payments,1561919400000,1569609000000,2019,3,kerala
TOTAL,1497029,879510566.1106174,Merchant payments,1561919400000,1569609000000,2019,3,kerala
TOTAL,96130,8910528.723410578,Financial Services,1561919400000,1569609000000,2019,3,kerala
TOTAL,79747,56390837.59670959,Others,1561919400000,1569609000000,2019,3,kerala
TOTAL,5859068,18537483865.44591,Peer-to-peer payments,1569868200000,1577471400000,2019,4,kerala
TOTAL,4097032,1287955351.6647906,Recharge & bill payments,1569868200000,1577471400000,2019,4,kerala
TOTAL,2418428,1268704040.100692,Merchant payments,1569868200000,1577471400000,2019,4,kerala
TOTAL,50728,10816332.760911917,Financial Services,1569868200000,1577471400000,2019,4,kerala
TOTAL,73381,46367047.83244334,Others,1569868200000,1577471400000,2019,4,kerala
TOTAL,6634439,22862907701.60516,Peer-to-peer payments,1577817000000,1585333800000,2020,1,kerala
TOTAL,5507580,1716538277.3696735,Recharge & bill payments,1577817000000,1585333800000,2020,1,kerala
TOTAL,3485036,1810329140.1843734,Merchant payments,1577817000000,1585333800000,2020,1,kerala
TOTAL,38050,17160614.593254916,Financial Services,1577817000000,1585333800000,2020,1,kerala
TOTAL,68417,44149097.18179157,Others,1577817000000,1585333800000,2020,1,kerala
TOTAL,7709714,2452435028.9249372,Recharge & bill payments,1585679400000,1593282600000,2020,2,kerala
TOTAL,5603046,21309983654.739,Peer-to-peer payments,1585679400000,1593282600000,2020,2,kerala
TOTAL,2888260,2075701451.3627596,Merchant payments,1585679400000,1593282600000,2020,2,kerala
TOTAL,40501,32921115.845954426,Financial Services,1585679400000,1593282600000,2020,2,kerala
TOTAL,46446,23037227.727544237,Others,1585679400000,1593282600000,2020,2,kerala
TOTAL,8590587,33346812213.798676,Peer-to-peer payments,1593541800000,1601231400000,2020,3,kerala
TOTAL,7932950,2688361345.204546,Recharge & bill payments,1593541800000,1601231400000,2020,3,kerala
TOTAL,5065205,4016995193.6035366,Merchant payments,1593541800000,1601231400000,2020,3,kerala
TOTAL,94130,76828720.82445312,Financial Services,1593541800000,1601231400000,2020,3,kerala
TOTAL,75808,35153178.52298187,Others,1593541800000,1601231400000,2020,3,kerala
TOTAL,12941135,45686395927.74489,Peer-to-peer payments,1601490600000,1609093800000,2020,4,kerala
TOTAL,10990709,7695667406.723909,Merchant payments,1601490600000,1609093800000,2020,4,kerala
TOTAL,9167428,3238199947.525463,Recharge & bill payments,1601490600000,1609093800000,2020,4,kerala
TOTAL,73833,69202344.44095232,Financial Services,1601490600000,1609093800000,2020,4,kerala
TOTAL,115082,65791020.57617174,Others,1601490600000,1609093800000,2020,4,kerala
TOTAL,16209203,55336812492.74641,Peer-to-peer payments,1609439400000,1616869800000,2021,1,kerala
TOTAL,16105923,10058436408.184261,Merchant payments,1609439400000,1616869800000,2021,1,kerala
TOTAL,9837385,3732534739.0436296,Recharge & bill payments,1609439400000,1616869800000,2021,1,kerala
TOTAL,68012,69655547.76092248,Financial Services,1609439400000,1616869800000,2021,1,kerala
TOTAL,95819,63530974.15939384,Others,1609439400000,1616869800000,2021,1,kerala
TOTAL,17026648,58152644526.04467,Peer-to-peer payments,1617215400000,1624818600000,2021,2,kerala
TOTAL,16135060,11263178335.980885,Merchant payments,1617215400000,1624818600000,2021,2,kerala
TOTAL,13809151,4645548909.798975,Recharge & bill payments,1617215400000,1624818600000,2021,2,kerala
TOTAL,88830,88370679.95309764,Financial Services,1617215400000,1624818600000,2021,2,kerala
TOTAL,131344,77063984.37888283,Others,1617215400000,1624818600000,2021,2,kerala
TOTAL,25402350,17877677018.10737,Merchant payments,1625077800000,1632767400000,2021,3,kerala
TOTAL,23378091,78598482305.73877,Peer-to-peer payments,1625077800000,1632767400000,2021,3,kerala
TOTAL,13979407,5008396079.412957,Recharge & bill payments,1625077800000,1632767400000,2021,3,kerala
TOTAL,85730,101460242.2623948,Financial Services,1625077800000,1632767400000,2021,3,kerala
TOTAL,182688,100146127.60812962,Others,1625077800000,1632767400000,2021,3,kerala
TOTAL,38574904,24589454633.018272,Merchant payments,1633026600000,1640629800000,2021,4,kerala
TOTAL,29075528,92774490034.55844,Peer-to-peer payments,1633026600000,1640629800000,2021,4,kerala
TOTAL,13781815,5689390023.204552,Recharge & bill payments,1633026600000,1640629800000,2021,4,kerala
TOTAL,108232,128238698.74055986,Financial Services,1633026600000,1640629800000,2021,4,kerala
TOTAL,283262,160563553.84187678,Others,1633026600000,1640629800000,2021,4,kerala
TOTAL,3550,927250.7143707818,Recharge & bill payments,1514745000000,1522175400000,2018,1,ladakh
TOTAL,1752,10767803.999610368,Peer-to-peer payments,1514745000000,1522175400000,2018,1,ladakh
TOTAL,320,369327.62555241917,Merchant payments,1514745000000,1522175400000,2018,1,ladakh
TOTAL,132,274283.17576680594,Financial Services,1514745000000,1522175400000,2018,1,ladakh
TOTAL,335,194192.25581440225,Others,1514745000000,1522175400000,2018,1,ladakh
TOTAL,8075,2417434.2729015187,Recharge & bill payments,1522521000000,1530124200000,2018,2,ladakh
TOTAL,5667,42638443.11997231,Peer-to-peer payments,1522521000000,1530124200000,2018,2,ladakh
TOTAL,724,1761366.2964342085,Merchant payments,1522521000000,1530124200000,2018,2,ladakh
TOTAL,151,127324.6279709443,Financial Services,1522521000000,1530124200000,2018,2,ladakh
TOTAL,393,390334.220462498,Others,1522521000000,1530124200000,2018,2,ladakh
TOTAL,13136,4676712.344045115,Recharge & bill payments,1530383400000,1538073000000,2018,3,ladakh
TOTAL,10133,77085890.57395566,Peer-to-peer payments,1530383400000,1538073000000,2018,3,ladakh
TOTAL,1168,2016579.2506718007,Merchant payments,1530383400000,1538073000000,2018,3,ladakh
TOTAL,84,69317.12287872119,Financial Services,1530383400000,1538073000000,2018,3,ladakh
TOTAL,343,242477.8532947429,Others,1530383400000,1538073000000,2018,3,ladakh
TOTAL,16650,5701932.895454288,Recharge & bill payments,1538332200000,1545935400000,2018,4,ladakh
TOTAL,15939,123611779.58930421,Peer-to-peer payments,1538332200000,1545935400000,2018,4,ladakh
TOTAL,1881,5082666.820758243,Merchant payments,1538332200000,1545935400000,2018,4,ladakh
TOTAL,142,94604.73391846984,Financial Services,1538332200000,1545935400000,2018,4,ladakh
TOTAL,599,1031858.4532022325,Others,1538332200000,1545935400000,2018,4,ladakh
TOTAL,22076,139715922.1887053,Peer-to-peer payments,1546281000000,1553711400000,2019,1,ladakh
TOTAL,20014,7186109.182288248,Recharge & bill payments,1546281000000,1553711400000,2019,1,ladakh
TOTAL,3238,4967122.4999400275,Merchant payments,1546281000000,1553711400000,2019,1,ladakh
TOTAL,114,111851.02856430915,Financial Services,1546281000000,1553711400000,2019,1,ladakh
TOTAL,703,878916.0496292994,Others,1546281000000,1553711400000,2019,1,ladakh
TOTAL,34202,240305709.92824298,Peer-to-peer payments,1554057000000,1561660200000,2019,2,ladakh
TOTAL,25357,10116773.366134495,Recharge & bill payments,1554057000000,1561660200000,2019,2,ladakh
TOTAL,8220,7726519.367758205,Merchant payments,1554057000000,1561660200000,2019,2,ladakh
TOTAL,86,113767.09768193656,Financial Services,1554057000000,1561660200000,2019,2,ladakh
TOTAL,907,992737.2376073576,Others,1554057000000,1561660200000,2019,2,ladakh
TOTAL,43198,303596367.67958534,Peer-to-peer payments,1561919400000,1569609000000,2019,3,ladakh
TOTAL,41491,18054746.121448334,Recharge & bill payments,1561919400000,1569609000000,2019,3,ladakh
TOTAL,6963,8096082.971229901,Merchant payments,1561919400000,1569609000000,2019,3,ladakh
TOTAL,48,148633.29469977494,Financial Services,1561919400000,1569609000000,2019,3,ladakh
TOTAL,696,1233697.1268589406,Others,1561919400000,1569609000000,2019,3,ladakh
TOTAL,42095,298044908.5075786,Peer-to-peer payments,1569868200000,1577471400000,2019,4,ladakh
TOTAL,35467,16510212.100753112,Recharge & bill payments,1569868200000,1577471400000,2019,4,ladakh
TOTAL,6522,8717893.899929387,Merchant payments,1569868200000,1577471400000,2019,4,ladakh
TOTAL,46,162760.63254625077,Financial Services,1569868200000,1577471400000,2019,4,ladakh
TOTAL,576,1253584.887304229,Others,1569868200000,1577471400000,2019,4,ladakh
TOTAL,51560,339551900.3873952,Peer-to-peer payments,1577817000000,1585333800000,2020,1,ladakh
TOTAL,49801,23010664.72023286,Recharge & bill payments,1577817000000,1585333800000,2020,1,ladakh
TOTAL,14264,13338124.271892821,Merchant payments,1577817000000,1585333800000,2020,1,ladakh
TOTAL,204,583108.9455483773,Financial Services,1577817000000,1585333800000,2020,1,ladakh
TOTAL,590,1155879.120674257,Others,1577817000000,1585333800000,2020,1,ladakh
TOTAL,70601,32087339.266190995,Recharge & bill payments,1585679400000,1593282600000,2020,2,ladakh
TOTAL,68450,470749365.09816045,Peer-to-peer payments,1585679400000,1593282600000,2020,2,ladakh
TOTAL,15132,19679330.186414924,Merchant payments,1585679400000,1593282600000,2020,2,ladakh
TOTAL,337,786069.1630768818,Financial Services,1585679400000,1593282600000,2020,2,ladakh
TOTAL,490,490894.93818109273,Others,1585679400000,1593282600000,2020,2,ladakh
TOTAL,108345,751333715.2896031,Peer-to-peer payments,1593541800000,1601231400000,2020,3,ladakh
TOTAL,81623,40380074.55014179,Recharge & bill payments,1593541800000,1601231400000,2020,3,ladakh
TOTAL,36861,40538778.75651745,Merchant payments,1593541800000,1601231400000,2020,3,ladakh
TOTAL,621,2334917.7832646337,Financial Services,1593541800000,1601231400000,2020,3,ladakh
TOTAL,772,900013.678666259,Others,1593541800000,1601231400000,2020,3,ladakh
TOTAL,151582,985814864.3429123,Peer-to-peer payments,1601490600000,1609093800000,2020,4,ladakh
TOTAL,94133,44185250.8636451,Recharge & bill payments,1601490600000,1609093800000,2020,4,ladakh
TOTAL,83868,77511378.30739444,Merchant payments,1601490600000,1609093800000,2020,4,ladakh
TOTAL,729,1965054.5898611392,Financial Services,1601490600000,1609093800000,2020,4,ladakh
TOTAL,1822,2486922.4041473325,Others,1601490600000,1609093800000,2020,4,ladakh
TOTAL,141894,869999786.1513934,Peer-to-peer payments,1609439400000,1616869800000,2021,1,ladakh
TOTAL,72719,35459532.4121063,Recharge & bill payments,1609439400000,1616869800000,2021,1,ladakh
TOTAL,58875,74977913.47237433,Merchant payments,1609439400000,1616869800000,2021,1,ladakh
TOTAL,629,1455016.148284281,Financial Services,1609439400000,1616869800000,2021,1,ladakh
TOTAL,1298,1527565.0627209258,Others,1609439400000,1616869800000,2021,1,ladakh
TOTAL,209818,1259044412.4358737,Peer-to-peer payments,1617215400000,1624818600000,2021,2,ladakh
TOTAL,95458,44754721.82815341,Recharge & bill payments,1617215400000,1624818600000,2021,2,ladakh
TOTAL,92078,119608470.0411553,Merchant payments,1617215400000,1624818600000,2021,2,ladakh
TOTAL,755,1756762.1471181023,Financial Services,1617215400000,1624818600000,2021,2,ladakh
TOTAL,1607,2094729.0180191218,Others,1617215400000,1624818600000,2021,2,ladakh
TOTAL,330919,1917311078.1287262,Peer-to-peer payments,1625077800000,1632767400000,2021,3,ladakh
TOTAL,135108,233260756.5088715,Merchant payments,1625077800000,1632767400000,2021,3,ladakh
TOTAL,121856,58750081.8151172,Recharge & bill payments,1625077800000,1632767400000,2021,3,ladakh
TOTAL,900,1911625.5446910746,Financial Services,1625077800000,1632767400000,2021,3,ladakh
TOTAL,2204,2751201.9371823343,Others,1625077800000,1632767400000,2021,3,ladakh
TOTAL,337120,1804428550.1884875,Peer-to-peer payments,1633026600000,1640629800000,2021,4,ladakh
TOTAL,169110,284786365.9296017,Merchant payments,1633026600000,1640629800000,2021,4,ladakh
TOTAL,120607,58403893.47253243,Recharge & bill payments,1633026600000,1640629800000,2021,4,ladakh
TOTAL,912,3068708.947120995,Financial Services,1633026600000,1640629800000,2021,4,ladakh
TOTAL,2438,2847620.2425241945,Others,1633026600000,1640629800000,2021,4,ladakh
TOTAL,423,1860278.2784597143,Peer-to-peer payments,1514745000000,1522175400000,2018,1,lakshadweep
TOTAL,342,61432.04938505074,Recharge & bill payments,1514745000000,1522175400000,2018,1,lakshadweep
TOTAL,5,590.7505138175776,Merchant payments,1514745000000,1522175400000,2018,1,lakshadweep
TOTAL,8,6310.102519157715,Others,1514745000000,1522175400000,2018,1,lakshadweep
TOTAL,1315,5757123.079919379,Peer-to-peer payments,1522521000000,1530124200000,2018,2,lakshadweep
TOTAL,750,353202.7988510042,Recharge & bill payments,1522521000000,1530124200000,2018,2,lakshadweep
TOTAL,42,64568.47789279556,Merchant payments,1522521000000,1530124200000,2018,2,lakshadweep
TOTAL,6,9134.413223158994,Financial Services,1522521000000,1530124200000,2018,2,lakshadweep
TOTAL,19,3780.7695141997474,Others,1522521000000,1530124200000,2018,2,lakshadweep
TOTAL,841,3926048.74488305,Peer-to-peer payments,1530383400000,1538073000000,2018,3,lakshadweep
TOTAL,760,300978.32420203416,Recharge & bill payments,1530383400000,1538073000000,2018,3,lakshadweep
TOTAL,87,94046.43333034206,Merchant payments,1530383400000,1538073000000,2018,3,lakshadweep
TOTAL,15,17958.809570422687,Others,1530383400000,1538073000000,2018,3,lakshadweep
TOTAL,792,351201.0879000404,Recharge & bill payments,1538332200000,1545935400000,2018,4,lakshadweep
TOTAL,689,3841230.430870924,Peer-to-peer payments,1538332200000,1545935400000,2018,4,lakshadweep
TOTAL,144,262079.85573632165,Merchant payments,1538332200000,1545935400000,2018,4,lakshadweep
TOTAL,6,389.8932323919954,Financial Services,1538332200000,1545935400000,2018,4,lakshadweep
TOTAL,11,8312.430483153179,Others,1538332200000,1545935400000,2018,4,lakshadweep
TOTAL,1183,8221402.368536929,Peer-to-peer payments,1546281000000,1553711400000,2019,1,lakshadweep
TOTAL,1173,353870.52398354514,Recharge & bill payments,1546281000000,1553711400000,2019,1,lakshadweep
TOTAL,113,183062.1455975621,Merchant payments,1546281000000,1553711400000,2019,1,lakshadweep
TOTAL,12,27795.441220958,Others,1546281000000,1553711400000,2019,1,lakshadweep
TOTAL,1448,436735.1684614296,Recharge & bill payments,1554057000000,1561660200000,2019,2,lakshadweep
TOTAL,1318,8602732.117788196,Peer-to-peer payments,1554057000000,1561660200000,2019,2,lakshadweep
TOTAL,137,190716.5411561734,Merchant payments,1554057000000,1561660200000,2019,2,lakshadweep
TOTAL,23,12340.30958308919,Others,1554057000000,1561660200000,2019,2,lakshadweep
TOTAL,1528,503049.2411913635,Recharge & bill payments,1561919400000,1569609000000,2019,3,lakshadweep
TOTAL,1455,8923273.862948446,Peer-to-peer payments,1561919400000,1569609000000,2019,3,lakshadweep
TOTAL,111,215159.68119447335,Merchant payments,1561919400000,1569609000000,2019,3,lakshadweep
TOTAL,10,10278.678434187355,Others,1561919400000,1569609000000,2019,3,lakshadweep
TOTAL,1801,618155.9004644766,Recharge & bill payments,1569868200000,1577471400000,2019,4,lakshadweep
TOTAL,1753,10383413.246670496,Peer-to-peer payments,1569868200000,1577471400000,2019,4,lakshadweep
TOTAL,188,211413.62244321496,Merchant payments,1569868200000,1577471400000,2019,4,lakshadweep
TOTAL,2,34.39721181625656,Financial Services,1569868200000,1577471400000,2019,4,lakshadweep
TOTAL,21,56896.23813384895,Others,1569868200000,1577471400000,2019,4,lakshadweep
TOTAL,2684,789255.2646123999,Recharge & bill payments,1577817000000,1585333800000,2020,1,lakshadweep
TOTAL,2068,12463327.261836832,Peer-to-peer payments,1577817000000,1585333800000,2020,1,lakshadweep
TOTAL,387,216594.03077193064,Merchant payments,1577817000000,1585333800000,2020,1,lakshadweep
TOTAL,12,33192.017283045374,Others,1577817000000,1585333800000,2020,1,lakshadweep
TOTAL,4497,1061694.138574572,Recharge & bill payments,1585679400000,1593282600000,2020,2,lakshadweep
TOTAL,2176,14718605.188911092,Peer-to-peer payments,1585679400000,1593282600000,2020,2,lakshadweep
TOTAL,472,971609.4583537823,Merchant payments,1585679400000,1593282600000,2020,2,lakshadweep
TOTAL,60,158593.59701229632,Financial Services,1585679400000,1593282600000,2020,2,lakshadweep
TOTAL,15,32419.703092655054,Others,1585679400000,1593282600000,2020,2,lakshadweep
TOTAL,4696,1186947.553816269,Recharge & bill payments,1593541800000,1601231400000,2020,3,lakshadweep
TOTAL,2946,19189391.618742835,Peer-to-peer payments,1593541800000,1601231400000,2020,3,lakshadweep
TOTAL,903,842981.169451366,Merchant payments,1593541800000,1601231400000,2020,3,lakshadweep
TOTAL,27,45457.50970027798,Financial Services,1593541800000,1601231400000,2020,3,lakshadweep
TOTAL,17,42055.45694608544,Others,1593541800000,1601231400000,2020,3,lakshadweep
TOTAL,5187,1499298.1127799235,Recharge & bill payments,1601490600000,1609093800000,2020,4,lakshadweep
TOTAL,4741,27284123.245665,Peer-to-peer payments,1601490600000,1609093800000,2020,4,lakshadweep
TOTAL,1668,1227101.6378793938,Merchant payments,1601490600000,1609093800000,2020,4,lakshadweep
TOTAL,22,13968.7539965527,Financial Services,1601490600000,1609093800000,2020,4,lakshadweep
TOTAL,32,86826.16675951776,Others,1601490600000,1609093800000,2020,4,lakshadweep
TOTAL,3942,24823715.017422147,Peer-to-peer payments,1609439400000,1616869800000,2021,1,lakshadweep
TOTAL,3541,1070209.4218526704,Recharge & bill payments,1609439400000,1616869800000,2021,1,lakshadweep
TOTAL,1537,1040213.7953898906,Merchant payments,1609439400000,1616869800000,2021,1,lakshadweep
TOTAL,19,15929.095105497145,Financial Services,1609439400000,1616869800000,2021,1,lakshadweep
TOTAL,46,92715.5843109472,Others,1609439400000,1616869800000,2021,1,lakshadweep
TOTAL,5499,1745295.828077295,Recharge & bill payments,1617215400000,1624818600000,2021,2,lakshadweep
TOTAL,4069,23996417.49366483,Peer-to-peer payments,1617215400000,1624818600000,2021,2,lakshadweep
TOTAL,1743,1525331.9146529401,Merchant payments,1617215400000,1624818600000,2021,2,lakshadweep
TOTAL,29,15052.018496008179,Financial Services,1617215400000,1624818600000,2021,2,lakshadweep
TOTAL,44,101366.40306045809,Others,1617215400000,1624818600000,2021,2,lakshadweep
TOTAL,5687,34142107.520169854,Peer-to-peer payments,1625077800000,1632767400000,2021,3,lakshadweep
TOTAL,5153,1700287.4734963956,Recharge & bill payments,1625077800000,1632767400000,2021,3,lakshadweep
TOTAL,2450,2750367.063028222,Merchant payments,1625077800000,1632767400000,2021,3,lakshadweep
TOTAL,48,137227.35390598275,Financial Services,1625077800000,1632767400000,2021,3,lakshadweep
TOTAL,32,73174.28816768769,Others,1625077800000,1632767400000,2021,3,lakshadweep
TOTAL,7154,44696668.86120765,Peer-to-peer payments,1633026600000,1640629800000,2021,4,lakshadweep
TOTAL,5355,2093901.2918026838,Recharge & bill payments,1633026600000,1640629800000,2021,4,lakshadweep
TOTAL,2872,4071239.087436496,Merchant payments,1633026600000,1640629800000,2021,4,lakshadweep
TOTAL,27,19994.541946360278,Financial Services,1633026600000,1640629800000,2021,4,lakshadweep
TOTAL,62,116381.74598782149,Others,1633026600000,1640629800000,2021,4,lakshadweep
TOTAL,4404190,667057311.4560372,Recharge & bill payments,1514745000000,1522175400000,2018,1,madhya-pradesh
TOTAL,2848290,7590790588.551903,Peer-to-peer payments,1514745000000,1522175400000,2018,1,madhya-pradesh
TOTAL,230519,43374288.98373023,Financial Services,1514745000000,1522175400000,2018,1,madhya-pradesh
TOTAL,196394,170119673.71275404,Merchant payments,1514745000000,1522175400000,2018,1,madhya-pradesh
TOTAL,346002,210261540.7414958,Others,1514745000000,1522175400000,2018,1,madhya-pradesh
TOTAL,5324535,1132090445.8903365,Recharge & bill payments,1522521000000,1530124200000,2018,2,madhya-pradesh
TOTAL,4269392,14155603482.492638,Peer-to-peer payments,1522521000000,1530124200000,2018,2,madhya-pradesh
TOTAL,397135,339308203.1707404,Merchant payments,1522521000000,1530124200000,2018,2,madhya-pradesh
TOTAL,305553,53860331.805742756,Financial Services,1522521000000,1530124200000,2018,2,madhya-pradesh
TOTAL,264797,243218603.31985626,Others,1522521000000,1530124200000,2018,2,madhya-pradesh
TOTAL,9988509,22057686208.544342,Peer-to-peer payments,1530383400000,1538073000000,2018,3,madhya-pradesh
TOTAL,5733261,1367773856.6756551,Recharge & bill payments,1530383400000,1538073000000,2018,3,madhya-pradesh
TOTAL,784995,465390819.59013355,Merchant payments,1530383400000,1538073000000,2018,3,madhya-pradesh
TOTAL,359440,46120458.63885434,Financial Services,1530383400000,1538073000000,2018,3,madhya-pradesh
TOTAL,260780,212770861.22341695,Others,1530383400000,1538073000000,2018,3,madhya-pradesh
TOTAL,11456555,30897348664.90544,Peer-to-peer payments,1538332200000,1545935400000,2018,4,madhya-pradesh
TOTAL,7273502,1669345516.941368,Recharge & bill payments,1538332200000,1545935400000,2018,4,madhya-pradesh
TOTAL,2056426,1036249753.9278035,Merchant payments,1538332200000,1545935400000,2018,4,madhya-pradesh
TOTAL,313540,43367243.154430926,Financial Services,1538332200000,1545935400000,2018,4,madhya-pradesh
TOTAL,297532,259296894.03827757,Others,1538332200000,1545935400000,2018,4,madhya-pradesh
TOTAL,23708825,44114206183.09186,Peer-to-peer payments,1546281000000,1553711400000,2019,1,madhya-pradesh
TOTAL,9966905,2423593841.716142,Recharge & bill payments,1546281000000,1553711400000,2019,1,madhya-pradesh
TOTAL,3018928,1263699222.3501081,Merchant payments,1546281000000,1553711400000,2019,1,madhya-pradesh
TOTAL,290838,28901169.292499043,Financial Services,1546281000000,1553711400000,2019,1,madhya-pradesh
TOTAL,315553,239879105.5972368,Others,1546281000000,1553711400000,2019,1,madhya-pradesh
TOTAL,20868744,61758841793.87666,Peer-to-peer payments,1554057000000,1561660200000,2019,2,madhya-pradesh
TOTAL,12044969,3571897178.303101,Recharge & bill payments,1554057000000,1561660200000,2019,2,madhya-pradesh
TOTAL,7331352,2671155681.449155,Merchant payments,1554057000000,1561660200000,2019,2,madhya-pradesh
TOTAL,149197,18869661.513485767,Financial Services,1554057000000,1561660200000,2019,2,madhya-pradesh
TOTAL,451751,313802065.4154737,Others,1554057000000,1561660200000,2019,2,madhya-pradesh
TOTAL,22631038,67648107703.0357,Peer-to-peer payments,1561919400000,1569609000000,2019,3,madhya-pradesh
TOTAL,17163551,5147459307.101742,Merchant payments,1561919400000,1569609000000,2019,3,madhya-pradesh
TOTAL,13156616,4576521609.460834,Recharge & bill payments,1561919400000,1569609000000,2019,3,madhya-pradesh
TOTAL,192821,25654168.60092132,Financial Services,1561919400000,1569609000000,2019,3,madhya-pradesh
TOTAL,466385,278578703.0441117,Others,1561919400000,1569609000000,2019,3,madhya-pradesh
