type,count,amount,name,from,to,year,quarter,state
TOTAL,32083162,92064471161.9892,Peer-to-peer payments,1569868200000,1577471400000,2019,4,madhya-pradesh
TOTAL,19447707,7304157801.612935,Merchant payments,1569868200000,1577471400000,2019,4,madhya-pradesh
TOTAL,16081734,5104821720.999016,Recharge & bill payments,1569868200000,1577471400000,2019,4,madhya-pradesh
TOTAL,127116,24020060.932133198,Financial Services,1569868200000,1577471400000,2019,4,madhya-pradesh
TOTAL,392270,190456045.32494444,Others,1569868200000,1577471400000,2019,4,madhya-pradesh
TOTAL,34540722,110325991607.38477,Peer-to-peer payments,1577817000000,1585333800000,2020,1,madhya-pradesh
TOTAL,24618074,9898242848.25793,Merchant payments,1577817000000,1585333800000,2020,1,madhya-pradesh
TOTAL,19788516,6311610609.846225,Recharge & bill payments,1577817000000,1585333800000,2020,1,madhya-pradesh
TOTAL,68055,30645714.401902914,Financial Services,1577817000000,1585333800000,2020,1,madhya-pradesh
TOTAL,351379,170790656.30339786,Others,1577817000000,1585333800000,2020,1,madhya-pradesh
TOTAL,34860958,128184693854.7977,Peer-to-peer payments,1585679400000,1593282600000,2020,2,madhya-pradesh
TOTAL,27497528,8904067957.01212,Recharge & bill payments,1585679400000,1593282600000,2020,2,madhya-pradesh
TOTAL,13685723,10666223053.634727,Merchant payments,1585679400000,1593282600000,2020,2,madhya-pradesh
TOTAL,80988,62073621.44351514,Financial Services,1585679400000,1593282600000,2020,2,madhya-pradesh
TOTAL,215376,104956802.17437972,Others,1585679400000,1593282600000,2020,2,madhya-pradesh
TOTAL,50871564,174978985034.2865,Peer-to-peer payments,1593541800000,1601231400000,2020,3,madhya-pradesh
TOTAL,31879804,20621273981.65966,Merchant payments,1593541800000,1601231400000,2020,3,madhya-pradesh
TOTAL,25380467,9834190567.205517,Recharge & bill payments,1593541800000,1601231400000,2020,3,madhya-pradesh
TOTAL,131725,122971108.07060198,Financial Services,1593541800000,1601231400000,2020,3,madhya-pradesh
TOTAL,316321,144259293.31583393,Others,1593541800000,1601231400000,2020,3,madhya-pradesh
TOTAL,67972167,235584201864.22342,Peer-to-peer payments,1601490600000,1609093800000,2020,4,madhya-pradesh
TOTAL,57707471,37315576877.14569,Merchant payments,1601490600000,1609093800000,2020,4,madhya-pradesh
TOTAL,27335834,10977774483.325565,Recharge & bill payments,1601490600000,1609093800000,2020,4,madhya-pradesh
TOTAL,149532,132590450.07074244,Financial Services,1601490600000,1609093800000,2020,4,madhya-pradesh
TOTAL,487537,264996097.6059612,Others,1601490600000,1609093800000,2020,4,madhya-pradesh
TOTAL,84812245,50098244499.50662,Merchant payments,1609439400000,1616869800000,2021,1,madhya-pradesh
TOTAL,84070625,279938170703.8171,Peer-to-peer payments,1609439400000,1616869800000,2021,1,madhya-pradesh
TOTAL,32500681,13060914041.039404,Recharge & bill payments,1609439400000,1616869800000,2021,1,madhya-pradesh
TOTAL,169378,161838389.7954778,Financial Services,1609439400000,1616869800000,2021,1,madhya-pradesh
TOTAL,445569,274786748.1299523,Others,1609439400000,1616869800000,2021,1,madhya-pradesh
TOTAL,99367521,348935762191.10486,Peer-to-peer payments,1617215400000,1624818600000,2021,2,madhya-pradesh
TOTAL,77113464,58839392449.9937,Merchant payments,1617215400000,1624818600000,2021,2,madhya-pradesh
TOTAL,46118636,17230546398.848663,Recharge & bill payments,1617215400000,1624818600000,2021,2,madhya-pradesh
TOTAL,188726,177313389.66602695,Financial Services,1617215400000,1624818600000,2021,2,madhya-pradesh
TOTAL,526333,317753606.01156956,Others,1617215400000,1624818600000,2021,2,madhya-pradesh
TOTAL,138433772,85885669792.43228,Merchant payments,1625077800000,1632767400000,2021,3,madhya-pradesh
TOTAL,127654821,398912712886.4574,Peer-to-peer payments,1625077800000,1632767400000,2021,3,madhya-pradesh
TOTAL,44437315,19025346050.627724,Recharge & bill payments,1625077800000,1632767400000,2021,3,madhya-pradesh
TOTAL,174454,180366422.58245987,Financial Services,1625077800000,1632767400000,2021,3,madhya-pradesh
TOTAL,742972,408508699.4365407,Others,1625077800000,1632767400000,2021,3,madhya-pradesh
TOTAL,197193842,126461098235.02324,Merchant payments,1633026600000,1640629800000,2021,4,madhya-pradesh
TOTAL,159649020,507118521843.3588,Peer-to-peer payments,1633026600000,1640629800000,2021,4,madhya-pradesh
TOTAL,46220966,22492766779.156635,Recharge & bill payments,1633026600000,1640629800000,2021,4,madhya-pradesh
TOTAL,247925,246488171.37792647,Financial Services,1633026600000,1640629800000,2021,4,madhya-pradesh
TOTAL,996331,568617375.5894115,Others,1633026600000,1640629800000,2021,4,madhya-pradesh
TOTAL,9670237,2283567431.223535,Recharge & bill payments,1514745000000,1522175400000,2018,1,maharashtra
TOTAL,5227770,18283896464.750908,Peer-to-peer payments,1514745000000,1522175400000,2018,1,maharashtra
TOTAL,616779,576964070.7366859,Merchant payments,1514745000000,1522175400000,2018,1,maharashtra
TOTAL,235051,60997258.060299724,Financial Services,1514745000000,1522175400000,2018,1,maharashtra
TOTAL,637197,506188032.9539564,Others,1514745000000,1522175400000,2018,1,maharashtra
TOTAL,12384216,3725800358.6814823,Recharge & bill payments,1522521000000,1530124200000,2018,2,maharashtra
TOTAL,7772336,30782831245.6586,Peer-to-peer payments,1522521000000,1530124200000,2018,2,maharashtra
TOTAL,1306326,1226121649.4989598,Merchant payments,1522521000000,1530124200000,2018,2,maharashtra
TOTAL,262875,85545909.43528841,Financial Services,1522521000000,1530124200000,2018,2,maharashtra
TOTAL,559987,536758077.84638786,Others,1522521000000,1530124200000,2018,2,maharashtra
TOTAL,14371791,4547486090.186737,Recharge & bill payments,1530383400000,1538073000000,2018,3,maharashtra
TOTAL,13470065,45466534003.980484,Peer-to-peer payments,1530383400000,1538073000000,2018,3,maharashtra
TOTAL,2797204,1702220875.4343855,Merchant payments,1530383400000,1538073000000,2018,3,maharashtra
TOTAL,234598,52348968.006728604,Financial Services,1530383400000,1538073000000,2018,3,maharashtra
TOTAL,664880,492227795.6386977,Others,1530383400000,1538073000000,2018,3,maharashtra
TOTAL,20824667,68974011019.10294,Peer-to-peer payments,1538332200000,1545935400000,2018,4,maharashtra
TOTAL,18071025,5860865070.470685,Recharge & bill payments,1538332200000,1545935400000,2018,4,maharashtra
TOTAL,6047705,3985195742.2480145,Merchant payments,1538332200000,1545935400000,2018,4,maharashtra
TOTAL,325121,77345546.53012432,Financial Services,1538332200000,1545935400000,2018,4,maharashtra
TOTAL,821705,621519669.4818641,Others,1538332200000,1545935400000,2018,4,maharashtra
TOTAL,37360716,97373087988.08871,Peer-to-peer payments,1546281000000,1553711400000,2019,1,maharashtra
TOTAL,24540041,8256500586.651282,Recharge & bill payments,1546281000000,1553711400000,2019,1,maharashtra
TOTAL,12069119,5172594695.5318,Merchant payments,1546281000000,1553711400000,2019,1,maharashtra
TOTAL,287569,49487746.20873056,Financial Services,1546281000000,1553711400000,2019,1,maharashtra
TOTAL,821624,569019903.8604956,Others,1546281000000,1553711400000,2019,1,maharashtra
TOTAL,42546317,130558153687.9542,Peer-to-peer payments,1554057000000,1561660200000,2019,2,maharashtra
TOTAL,29395661,12197234771.434273,Recharge & bill payments,1554057000000,1561660200000,2019,2,maharashtra
TOTAL,27854042,9728561726.767143,Merchant payments,1554057000000,1561660200000,2019,2,maharashtra
TOTAL,182840,45291636.10507481,Financial Services,1554057000000,1561660200000,2019,2,maharashtra
TOTAL,1170993,765228265.7976472,Others,1554057000000,1561660200000,2019,2,maharashtra
TOTAL,57991699,165731686168.5575,Peer-to-peer payments,1561919400000,1569609000000,2019,3,maharashtra
TOTAL,54683738,17545729507.395977,Merchant payments,1561919400000,1569609000000,2019,3,maharashtra
TOTAL,34309301,15471698543.739597,Recharge & bill payments,1561919400000,1569609000000,2019,3,maharashtra
TOTAL,231467,54108447.39407451,Financial Services,1561919400000,1569609000000,2019,3,maharashtra
TOTAL,1519376,814284077.8637518,Others,1561919400000,1569609000000,2019,3,maharashtra
TOTAL,80127804,27209874138.487556,Merchant payments,1569868200000,1577471400000,2019,4,maharashtra
TOTAL,78795871,227268054757.21698,Peer-to-peer payments,1569868200000,1577471400000,2019,4,maharashtra
TOTAL,40705998,17794666215.044445,Recharge & bill payments,1569868200000,1577471400000,2019,4,maharashtra
TOTAL,129755,49622863.824426055,Financial Services,1569868200000,1577471400000,2019,4,maharashtra
TOTAL,1501192,672210824.9770112,Others,1569868200000,1577471400000,2019,4,maharashtra
TOTAL,100337738,35200130304.82776,Merchant payments,1577817000000,1585333800000,2020,1,maharashtra
TOTAL,87067410,262541205695.8384,Peer-to-peer payments,1577817000000,1585333800000,2020,1,maharashtra
TOTAL,50199498,21603565070.425602,Recharge & bill payments,1577817000000,1585333800000,2020,1,maharashtra
TOTAL,123476,91363684.1276232,Financial Services,1577817000000,1585333800000,2020,1,maharashtra
TOTAL,1215959,558931962.876125,Others,1577817000000,1585333800000,2020,1,maharashtra
TOTAL,74295930,239933338682.6934,Peer-to-peer payments,1585679400000,1593282600000,2020,2,maharashtra
TOTAL,60856480,23112343247.416145,Recharge & bill payments,1585679400000,1593282600000,2020,2,maharashtra
TOTAL,48965388,32859184582.219048,Merchant payments,1585679400000,1593282600000,2020,2,maharashtra
TOTAL,206461,211733275.7829895,Financial Services,1585679400000,1593282600000,2020,2,maharashtra
TOTAL,466502,242917371.3033281,Others,1585679400000,1593282600000,2020,2,maharashtra
TOTAL,108436214,351555554813.2122,Peer-to-peer payments,1593541800000,1601231400000,2020,3,maharashtra
TOTAL,100808237,60171102123.94888,Merchant payments,1593541800000,1601231400000,2020,3,maharashtra
TOTAL,58082283,27915727882.59293,Recharge & bill payments,1593541800000,1601231400000,2020,3,maharashtra
TOTAL,325453,333669599.61883616,Financial Services,1593541800000,1601231400000,2020,3,maharashtra
TOTAL,658737,331024593.0721529,Others,1593541800000,1601231400000,2020,3,maharashtra
TOTAL,189845640,103804638603.74611,Merchant payments,1601490600000,1609093800000,2020,4,maharashtra
TOTAL,151741840,485747881733.823,Peer-to-peer payments,1601490600000,1609093800000,2020,4,maharashtra
TOTAL,64556682,31556917821.77767,Recharge & bill payments,1601490600000,1609093800000,2020,4,maharashtra
TOTAL,398409,418399992.5395771,Financial Services,1601490600000,1609093800000,2020,4,maharashtra
TOTAL,1078433,627692680.4078207,Others,1601490600000,1609093800000,2020,4,maharashtra
TOTAL,253043309,129493046208.15726,Merchant payments,1609439400000,1616869800000,2021,1,maharashtra
TOTAL,187021609,599213284361.7993,Peer-to-peer payments,1609439400000,1616869800000,2021,1,maharashtra
TOTAL,76389103,40057211827.15962,Recharge & bill payments,1609439400000,1616869800000,2021,1,maharashtra
TOTAL,439551,492900202.68315214,Financial Services,1609439400000,1616869800000,2021,1,maharashtra
TOTAL,966668,630909553.4508264,Others,1609439400000,1616869800000,2021,1,maharashtra
TOTAL,247194293,150864465217.02304,Merchant payments,1617215400000,1624818600000,2021,2,maharashtra
TOTAL,228551961,719859665693.5271,Peer-to-peer payments,1617215400000,1624818600000,2021,2,maharashtra
TOTAL,96271138,43154405548.44597,Recharge & bill payments,1617215400000,1624818600000,2021,2,maharashtra
TOTAL,504252,536780917.0359157,Financial Services,1617215400000,1624818600000,2021,2,maharashtra
TOTAL,1094842,699738247.6695637,Others,1617215400000,1624818600000,2021,2,maharashtra
TOTAL,390051884,216701984638.98932,Merchant payments,1625077800000,1632767400000,2021,3,maharashtra
TOTAL,296951706,890860873379.5576,Peer-to-peer payments,1625077800000,1632767400000,2021,3,maharashtra
TOTAL,103943973,50242023586.056046,Recharge & bill payments,1625077800000,1632767400000,2021,3,maharashtra
TOTAL,448646,579098938.658318,Financial Services,1625077800000,1632767400000,2021,3,maharashtra
TOTAL,1477851,873324624.1826177,Others,1625077800000,1632767400000,2021,3,maharashtra
TOTAL,540351277,305512280091.4157,Merchant payments,1633026600000,1640629800000,2021,4,maharashtra
TOTAL,361865450,1109862480618.2227,Peer-to-peer payments,1633026600000,1640629800000,2021,4,maharashtra
TOTAL,105990417,58087950922.43887,Recharge & bill payments,1633026600000,1640629800000,2021,4,maharashtra
TOTAL,606265,707102765.3058928,Financial Services,1633026600000,1640629800000,2021,4,maharashtra
TOTAL,1918093,1188658731.1175365,Others,1633026600000,1640629800000,2021,4,maharashtra
TOTAL,50212,6463184.554711691,Recharge & bill payments,1514745000000,1522175400000,2018,1,manipur
TOTAL,26382,115495173.55796441,Peer-to-peer payments,1514745000000,1522175400000,2018,1,manipur
TOTAL,2660,412579.53985461866,Financial Services,1514745000000,1522175400000,2018,1,manipur
TOTAL,1614,3616475.6407912206,Merchant payments,1514745000000,1522175400000,2018,1,manipur
TOTAL,3201,2058760.6368871084,Others,1514745000000,1522175400000,2018,1,manipur
TOTAL,77991,11541247.784420915,Recharge & bill payments,1522521000000,1530124200000,2018,2,manipur
TOTAL,60365,232157389.7914803,Peer-to-peer payments,1522521000000,1530124200000,2018,2,manipur
TOTAL,5992,1241901.2660397931,Financial Services,1522521000000,1530124200000,2018,2,manipur
TOTAL,4041,5366759.827729835,Merchant payments,1522521000000,1530124200000,2018,2,manipur
TOTAL,3332,2902422.6498233806,Others,1522521000000,1530124200000,2018,2,manipur
TOTAL,95204,357768750.1845896,Peer-to-peer payments,1530383400000,1538073000000,2018,3,manipur
TOTAL,81323,13912990.484925149,Recharge & bill payments,1530383400000,1538073000000,2018,3,manipur
TOTAL,7396,9180953.977358334,Merchant payments,1530383400000,1538073000000,2018,3,manipur
TOTAL,2577,333081.6368315,Financial Services,1530383400000,1538073000000,2018,3,manipur
TOTAL,2758,2135468.510417797,Others,1530383400000,1538073000000,2018,3,manipur
TOTAL,113507,18898063.282383174,Recharge & bill payments,1538332200000,1545935400000,2018,4,manipur
TOTAL,104872,562009595.9601889,Peer-to-peer payments,1538332200000,1545935400000,2018,4,manipur
TOTAL,13333,20685433.28430717,Merchant payments,1538332200000,1545935400000,2018,4,manipur
TOTAL,1452,307325.2437723951,Financial Services,1538332200000,1545935400000,2018,4,manipur
TOTAL,2946,3783141.5353601985,Others,1538332200000,1545935400000,2018,4,manipur
TOTAL,127067,619919870.7455351,Peer-to-peer payments,1546281000000,1553711400000,2019,1,manipur
TOTAL,120000,22106830.369149238,Recharge & bill payments,1546281000000,1553711400000,2019,1,manipur
TOTAL,15190,14580183.380707521,Merchant payments,1546281000000,1553711400000,2019,1,manipur
TOTAL,800,174777.17283837448,Financial Services,1546281000000,1553711400000,2019,1,manipur
TOTAL,2352,3116398.755848917,Others,1546281000000,1553711400000,2019,1,manipur
TOTAL,120153,679785849.1398683,Peer-to-peer payments,1554057000000,1561660200000,2019,2,manipur
TOTAL,116500,23573234.273060285,Recharge & bill payments,1554057000000,1561660200000,2019,2,manipur
TOTAL,18044,15996651.145700552,Merchant payments,1554057000000,1561660200000,2019,2,manipur
TOTAL,387,91955.01538259834,Financial Services,1554057000000,1561660200000,2019,2,manipur
TOTAL,2341,3342252.5754885403,Others,1554057000000,1561660200000,2019,2,manipur
TOTAL,180057,36634657.049143404,Recharge & bill payments,1561919400000,1569609000000,2019,3,manipur
TOTAL,144965,803335616.6325192,Peer-to-peer payments,1561919400000,1569609000000,2019,3,manipur
TOTAL,17683,20490224.443041254,Merchant payments,1561919400000,1569609000000,2019,3,manipur
TOTAL,358,367865.7884662621,Financial Services,1561919400000,1569609000000,2019,3,manipur
TOTAL,1945,2723638.649764262,Others,1561919400000,1569609000000,2019,3,manipur
TOTAL,212136,44202546.57396081,Recharge & bill payments,1569868200000,1577471400000,2019,4,manipur
TOTAL,211927,1123258478.445069,Peer-to-peer payments,1569868200000,1577471400000,2019,4,manipur
TOTAL,23094,30486780.446382143,Merchant payments,1569868200000,1577471400000,2019,4,manipur
TOTAL,548,240641.7657683481,Financial Services,1569868200000,1577471400000,2019,4,manipur
TOTAL,1639,2709234.857456133,Others,1569868200000,1577471400000,2019,4,manipur
TOTAL,451733,2458093401.740467,Peer-to-peer payments,1577817000000,1585333800000,2020,1,manipur
TOTAL,285234,62688260.379548095,Recharge & bill payments,1577817000000,1585333800000,2020,1,manipur
TOTAL,78067,74202067.0664826,Merchant payments,1577817000000,1585333800000,2020,1,manipur
TOTAL,622,354184.4660589617,Financial Services,1577817000000,1585333800000,2020,1,manipur
TOTAL,3145,3252467.2243867153,Others,1577817000000,1585333800000,2020,1,manipur
TOTAL,533206,2980242535.075443,Peer-to-peer payments,1585679400000,1593282600000,2020,2,manipur
TOTAL,450830,107589094.29890464,Recharge & bill payments,1585679400000,1593282600000,2020,2,manipur
TOTAL,92110,106540409.29886684,Merchant payments,1585679400000,1593282600000,2020,2,manipur
TOTAL,1676,1457570.8004862315,Financial Services,1585679400000,1593282600000,2020,2,manipur
TOTAL,5246,3106603.331810386,Others,1585679400000,1593282600000,2020,2,manipur
TOTAL,774786,4301284799.331292,Peer-to-peer payments,1593541800000,1601231400000,2020,3,manipur
TOTAL,464659,113190539.14969069,Recharge & bill payments,1593541800000,1601231400000,2020,3,manipur
TOTAL,170653,195132026.6311202,Merchant payments,1593541800000,1601231400000,2020,3,manipur
TOTAL,1878,1593035.944066228,Financial Services,1593541800000,1601231400000,2020,3,manipur
TOTAL,8192,4775719.8143366445,Others,1593541800000,1601231400000,2020,3,manipur
TOTAL,892853,5172499337.530437,Peer-to-peer payments,1601490600000,1609093800000,2020,4,manipur
TOTAL,436450,114202616.34869762,Recharge & bill payments,1601490600000,1609093800000,2020,4,manipur
TOTAL,289050,307902115.38207734,Merchant payments,1601490600000,1609093800000,2020,4,manipur
TOTAL,1806,2448402.9142817147,Financial Services,1601490600000,1609093800000,2020,4,manipur
TOTAL,7693,5172086.283260544,Others,1601490600000,1609093800000,2020,4,manipur
TOTAL,1117829,6402367883.667423,Peer-to-peer payments,1609439400000,1616869800000,2021,1,manipur
TOTAL,796590,223955812.58644393,Recharge & bill payments,1609439400000,1616869800000,2021,1,manipur
TOTAL,377280,433297594.1352152,Merchant payments,1609439400000,1616869800000,2021,1,manipur
TOTAL,3398,4385333.1754908115,Financial Services,1609439400000,1616869800000,2021,1,manipur
TOTAL,8438,6280890.914669826,Others,1609439400000,1616869800000,2021,1,manipur
TOTAL,1372821,7041837917.785187,Peer-to-peer payments,1617215400000,1624818600000,2021,2,manipur
TOTAL,1187952,305103750.5728581,Recharge & bill payments,1617215400000,1624818600000,2021,2,manipur
TOTAL,510734,531484849.4914169,Merchant payments,1617215400000,1624818600000,2021,2,manipur
TOTAL,4165,4256098.232237183,Financial Services,1617215400000,1624818600000,2021,2,manipur
TOTAL,10603,7145346.314942012,Others,1617215400000,1624818600000,2021,2,manipur
TOTAL,1819423,9134806594.52819,Peer-to-peer payments,1625077800000,1632767400000,2021,3,manipur
TOTAL,1368584,367664440.53237265,Recharge & bill payments,1625077800000,1632767400000,2021,3,manipur
TOTAL,735707,889317377.086526,Merchant payments,1625077800000,1632767400000,2021,3,manipur
TOTAL,3460,5625517.975461649,Financial Services,1625077800000,1632767400000,2021,3,manipur
TOTAL,14222,9447098.78230339,Others,1625077800000,1632767400000,2021,3,manipur
TOTAL,2199970,10998828287.529043,Peer-to-peer payments,1633026600000,1640629800000,2021,4,manipur
TOTAL,1451488,412791673.8037664,Recharge & bill payments,1633026600000,1640629800000,2021,4,manipur
TOTAL,1013985,1229517397.4561875,Merchant payments,1633026600000,1640629800000,2021,4,manipur
TOTAL,4671,5941100.580610943,Financial Services,1633026600000,1640629800000,2021,4,manipur
TOTAL,17325,11393578.842227157,Others,1633026600000,1640629800000,2021,4,manipur
TOTAL,31857,6028476.149090356,Recharge & bill payments,1514745000000,1522175400000,2018,1,meghalaya
TOTAL,13274,55943496.515886314,Peer-to-peer payments,1514745000000,1522175400000,2018,1,meghalaya
TOTAL,1605,2395888.4397623385,Merchant payments,1514745000000,1522175400000,2018,1,meghalaya
TOTAL,532,144318.2545571151,Financial Services,1514745000000,1522175400000,2018,1,meghalaya
TOTAL,2303,1738080.43060439,Others,1514745000000,1522175400000,2018,1,meghalaya
TOTAL,42625,9657896.164724296,Recharge & bill payments,1522521000000,1530124200000,2018,2,meghalaya
TOTAL,19894,101140464.66239843,Peer-to-peer payments,1522521000000,1530124200000,2018,2,meghalaya
TOTAL,2929,3663446.436220131,Merchant payments,1522521000000,1530124200000,2018,2,meghalaya
TOTAL,592,580648.3434132106,Financial Services,1522521000000,1530124200000,2018,2,meghalaya
TOTAL,1817,1962212.2350756058,Others,1522521000000,1530124200000,2018,2,meghalaya
TOTAL,60625,14231601.453371253,Recharge & bill payments,1530383400000,1538073000000,2018,3,meghalaya
TOTAL,40832,187460582.05754715,Peer-to-peer payments,1530383400000,1538073000000,2018,3,meghalaya
TOTAL,5802,5458930.689379572,Merchant payments,1530383400000,1538073000000,2018,3,meghalaya
TOTAL,748,552674.5783359876,Financial Services,1530383400000,1538073000000,2018,3,meghalaya
TOTAL,2283,2149872.755760235,Others,1530383400000,1538073000000,2018,3,meghalaya
TOTAL,82962,18100891.637344178,Recharge & bill payments,1538332200000,1545935400000,2018,4,meghalaya
TOTAL,58952,301941442.7059927,Peer-to-peer payments,1538332200000,1545935400000,2018,4,meghalaya
TOTAL,15768,14434314.193342488,Merchant payments,1538332200000,1545935400000,2018,4,meghalaya
TOTAL,763,190875.18848979956,Financial Services,1538332200000,1545935400000,2018,4,meghalaya
TOTAL,2687,2918155.2795046642,Others,1538332200000,1545935400000,2018,4,meghalaya
TOTAL,98817,23006751.795504905,Recharge & bill payments,1546281000000,1553711400000,2019,1,meghalaya
TOTAL,90694,358932132.1046898,Peer-to-peer payments,1546281000000,1553711400000,2019,1,meghalaya
TOTAL,16073,14297275.230527855,Merchant payments,1546281000000,1553711400000,2019,1,meghalaya
TOTAL,659,62335.064750311045,Financial Services,1546281000000,1553711400000,2019,1,meghalaya
TOTAL,2498,2738667.957962149,Others,1546281000000,1553711400000,2019,1,meghalaya
TOTAL,108812,27248605.429233357,Recharge & bill payments,1554057000000,1561660200000,2019,2,meghalaya
TOTAL,97407,446537199.17356837,Peer-to-peer payments,1554057000000,1561660200000,2019,2,meghalaya
TOTAL,22588,15600927.006629137,Merchant payments,1554057000000,1561660200000,2019,2,meghalaya
TOTAL,460,106800.75308155928,Financial Services,1554057000000,1561660200000,2019,2,meghalaya
TOTAL,3019,3437756.744766518,Others,1554057000000,1561660200000,2019,2,meghalaya
TOTAL,155949,38916251.42165714,Recharge & bill payments,1561919400000,1569609000000,2019,3,meghalaya
TOTAL,116168,546221812.6889315,Peer-to-peer payments,1561919400000,1569609000000,2019,3,meghalaya
TOTAL,31201,23461321.889810227,Merchant payments,1561919400000,1569609000000,2019,3,meghalaya
TOTAL,421,584192.9488108774,Financial Services,1561919400000,1569609000000,2019,3,meghalaya
TOTAL,2811,3035023.204323471,Others,1561919400000,1569609000000,2019,3,meghalaya
TOTAL,175084,43611775.02621875,Recharge & bill payments,1569868200000,1577471400000,2019,4,meghalaya
TOTAL,163734,670870023.4297696,Peer-to-peer payments,1569868200000,1577471400000,2019,4,meghalaya
TOTAL,24430,25344714.50557894,Merchant payments,1569868200000,1577471400000,2019,4,meghalaya
TOTAL,382,124511.63613216748,Financial Services,1569868200000,1577471400000,2019,4,meghalaya
TOTAL,2351,2485447.192519395,Others,1569868200000,1577471400000,2019,4,meghalaya
TOTAL,226214,59666071.21530793,Recharge & bill payments,1577817000000,1585333800000,2020,1,meghalaya
TOTAL,216022,1013733312.3935763,Peer-to-peer payments,1577817000000,1585333800000,2020,1,meghalaya
TOTAL,57245,44125206.34755945,Merchant payments,1577817000000,1585333800000,2020,1,meghalaya
TOTAL,473,402779.89033132966,Financial Services,1577817000000,1585333800000,2020,1,meghalaya
TOTAL,2329,2207471.061039081,Others,1577817000000,1585333800000,2020,1,meghalaya
TOTAL,382662,100570200.25271696,Recharge & bill payments,1585679400000,1593282600000,2020,2,meghalaya
TOTAL,202270,998750895.9111593,Peer-to-peer payments,1585679400000,1593282600000,2020,2,meghalaya
TOTAL,46014,48980521.41595118,Merchant payments,1585679400000,1593282600000,2020,2,meghalaya
TOTAL,1186,2944583.114737345,Financial Services,1585679400000,1593282600000,2020,2,meghalaya
TOTAL,3263,2488953.643832149,Others,1585679400000,1593282600000,2020,2,meghalaya
TOTAL,342484,97662913.13408674,Recharge & bill payments,1593541800000,1601231400000,2020,3,meghalaya
TOTAL,194448,1065012681.7126106,Peer-to-peer payments,1593541800000,1601231400000,2020,3,meghalaya
TOTAL,55595,67511647.1349487,Merchant payments,1593541800000,1601231400000,2020,3,meghalaya
TOTAL,1587,4049966.8133478058,Financial Services,1593541800000,1601231400000,2020,3,meghalaya
TOTAL,3465,2821792.5880408054,Others,1593541800000,1601231400000,2020,3,meghalaya
TOTAL,350006,102794647.7641504,Recharge & bill payments,1601490600000,1609093800000,2020,4,meghalaya
TOTAL,286252,1579858348.0670543,Peer-to-peer payments,1601490600000,1609093800000,2020,4,meghalaya
